customer_id,signup_date,customer_age,customer_gender,state
CUST01646,2023-03-02,28,Female,CA
CUST02947,2024-05-13,38,Other,TX
CUST01312,2022-12-04,68,Male,NC
CUST02795,2022-07-06,34,Female,NY
CUST01360,2022-01-30,42,Other,NC
CUST01029,2023-04-21,52,Male,AZ
CUST02788,2022-05-12,62,Male,NC
CUST02384,2023-08-08,48,Female,AZ
CUST00829,2023-04-23,19,Male,NC
CUST00188,2024-02-08,48,Female,NY
CUST02522,2023-02-04,34,Female,FL
CUST00963,2023-08-30,65,Male,MI
CUST00240,2022-03-29,26,Other,MI
CUST02057,2023-06-24,69,Other,NY
CUST00639,2023-08-14,39,Female,GA
CUST01300,2024-04-13,69,Other,IL
CUST01243,2022-03-15,54,Other,NC
CUST01199,2022-09-28,42,Female,MI
CUST02557,2023-04-21,48,Male,WA
CUST00100,2023-12-20,42,Other,WA
CUST01315,2023-05-23,31,Female,MA
CUST01858,2023-05-06,37,Other,GA
CUST00881,2023-08-30,50,Other,NY
CUST00877,2023-09-30,45,Other,OH
CUST00969,2023-12-15,33,Male,WA
CUST01897,2024-02-27,26,Female,MA
CUST02931,2022-11-12,67,Male,TX
CUST02731,2023-12-28,50,Female,NY
CUST00536,2023-08-20,48,Other,OH
CUST02271,2023-07-26,20,Male,WA
CUST02107,2023-12-28,64,Other,AZ
CUST00336,2022-09-12,66,Other,FL
CUST02095,2024-01-30,53,Male,MA
CUST00595,2022-11-09,63,Other,AZ
CUST00472,2022-11-06,61,Other,CA
CUST02705,2022-09-26,48,Male,MA
CUST02870,2023-12-03,24,Female,AZ
CUST00399,2022-11-18,22,Other,OH
CUST00111,2023-04-19,61,Other,TX
CUST02027,2022-03-28,40,Male,CA
CUST00935,2023-08-01,26,Male,NY
CUST02630,2022-11-10,59,Other,MA
CUST02621,2022-07-04,65,Female,MA
CUST01030,2023-08-07,56,Other,PA
CUST00159,2023-06-06,34,Other,FL
CUST00054,2023-01-03,32,Male,GA
CUST00174,2023-01-30,55,Other,AZ
CUST02016,2023-03-06,69,Other,FL
CUST02487,2022-03-06,28,Male,GA
CUST00567,2023-02-27,61,Female,TX
CUST00103,2022-03-15,47,Female,AZ
CUST01076,2022-11-10,19,Male,VA
CUST01683,2022-04-03,28,Male,OH
CUST01790,2024-04-29,27,Female,CO
CUST01765,2023-01-03,27,Male,MA
CUST01066,2023-05-18,41,Male,NC
CUST01532,2023-01-19,56,Female,MI
CUST02419,2023-04-06,65,Female,NY
CUST02603,2023-01-31,32,Male,CA
CUST00181,2024-05-31,58,Male,CO
CUST02951,2022-10-20,51,Male,CA
CUST01090,2023-04-10,31,Other,NC
CUST02030,2022-06-11,63,Female,NC
CUST01647,2022-06-29,49,Female,FL
CUST00172,2023-09-03,57,Female,CA
CUST01338,2023-04-19,44,Other,PA
CUST00202,2022-09-27,66,Male,MA
CUST00183,2023-11-28,21,Male,VA
CUST01726,2022-04-29,61,Other,NY
CUST02688,2022-05-21,67,Female,NY
CUST02281,2022-06-03,66,Other,WA
CUST01736,2023-12-15,36,Other,NC
CUST02493,2022-01-17,19,Male,OH
CUST01716,2023-12-19,44,Female,OH
CUST01743,2023-03-01,18,Male,GA
CUST01295,2022-10-12,25,Female,MA
CUST02185,2023-10-05,19,Male,WA
CUST00524,2023-12-24,68,Other,NY
CUST01674,2024-05-30,58,Male,TX
CUST00934,2022-04-28,24,Female,CA
CUST02106,2023-02-19,37,Male,NY
CUST00129,2023-02-15,62,Female,WA
CUST00574,2024-04-01,66,Other,PA
CUST00995,2022-04-19,22,Male,PA
CUST02926,2023-05-26,61,Male,NY
CUST00147,2024-02-02,40,Male,MA
CUST00271,2023-03-25,38,Male,AZ
CUST01870,2023-09-15,40,Other,TX
CUST00250,2023-11-07,47,Male,NY
CUST00861,2022-08-13,65,Female,VA
CUST00720,2024-04-18,24,Male,NY
CUST02751,2022-05-23,40,Male,AZ
CUST00964,2023-12-09,62,Female,GA
CUST00189,2022-10-01,24,Male,VA
CUST00370,2023-02-15,46,Male,CO
CUST00062,2023-04-16,64,Other,TX
CUST01936,2023-08-24,29,Female,NY
CUST01545,2023-09-17,43,Female,MA
CUST02290,2023-12-17,44,Female,TX
CUST00566,2022-07-01,42,Female,CA
CUST01650,2024-03-16,51,Female,NY
CUST02996,2023-09-09,50,Female,GA
CUST02072,2022-09-19,51,Other,CO
CUST00260,2023-07-07,54,Female,AZ
CUST02061,2022-08-14,29,Female,CA
CUST00660,2023-10-01,68,Male,IL
CUST01973,2022-08-20,63,Male,FL
CUST02691,2023-02-12,66,Other,NC
CUST00355,2022-02-21,54,Other,GA
CUST01919,2022-06-06,69,Female,CO
CUST00361,2024-02-11,46,Other,AZ
CUST01475,2022-05-28,64,Female,NC
CUST00160,2023-05-21,65,Other,CO
CUST02887,2024-06-01,60,Other,TX
CUST02434,2023-01-18,44,Male,GA
CUST00341,2022-05-24,68,Other,MA
CUST01064,2023-10-24,32,Other,NC
CUST02256,2022-10-17,43,Female,CO
CUST02548,2022-12-27,41,Female,MA
CUST00187,2023-07-04,63,Male,MI
CUST00243,2024-04-15,35,Other,TX
CUST00302,2023-07-07,47,Female,NC
CUST00794,2024-02-09,43,Other,PA
CUST01344,2023-09-30,26,Male,MA
CUST01171,2023-07-26,43,Male,MI
CUST00286,2022-03-14,66,Other,NY
CUST01154,2024-04-21,69,Other,CA
CUST01516,2024-02-18,64,Female,VA
CUST00664,2022-05-08,64,Other,CO
CUST02140,2022-06-22,70,Other,MI
CUST02254,2023-01-08,37,Other,GA
CUST00707,2024-03-23,64,Female,MA
CUST00728,2022-05-31,70,Female,NY
CUST02849,2024-02-29,23,Female,AZ
CUST00808,2024-01-01,26,Female,MI
CUST00652,2024-01-25,49,Male,NY
CUST00665,2024-01-08,52,Male,NY
CUST02381,2022-07-18,49,Female,WA
CUST01708,2022-12-02,69,Other,TX
CUST01211,2023-12-07,59,Male,FL
CUST02103,2023-08-13,70,Female,CA
CUST00347,2024-06-14,41,Male,AZ
CUST01499,2024-01-06,40,Female,NC
CUST02766,2022-03-09,50,Female,WA
CUST01519,2024-06-12,45,Female,IL
CUST01170,2022-05-02,57,Female,NC
CUST01521,2023-03-31,68,Male,CA
CUST00982,2023-06-30,29,Female,NY
CUST01702,2023-11-23,41,Male,IL
CUST02789,2024-06-18,25,Female,PA
CUST01094,2022-08-25,48,Female,AZ
CUST00605,2022-12-03,52,Female,NC
CUST00674,2022-10-30,70,Female,FL
CUST02462,2022-01-06,21,Male,VA
CUST00874,2024-05-10,26,Male,MA
CUST01177,2023-09-26,57,Male,CA
CUST00376,2022-09-29,44,Male,FL
CUST00819,2023-01-28,32,Female,MI
CUST02287,2022-12-25,40,Other,WA
CUST01649,2022-05-16,51,Female,IL
CUST02917,2022-06-13,64,Other,OH
CUST00755,2022-04-20,21,Male,PA
CUST02741,2023-12-19,64,Other,IL
CUST01481,2023-04-26,37,Female,GA
CUST02758,2023-08-10,32,Female,CO
CUST02242,2023-06-01,56,Female,IL
CUST00292,2022-02-02,54,Male,VA
CUST02541,2024-03-01,57,Female,VA
CUST01982,2023-11-23,38,Other,FL
CUST02191,2023-03-29,28,Other,GA
CUST00205,2022-07-02,36,Other,PA
CUST01844,2023-05-31,25,Female,AZ
CUST00451,2023-04-15,27,Male,IL
CUST00033,2023-04-05,19,Other,GA
CUST02516,2023-07-12,59,Other,FL
CUST01223,2022-03-14,40,Male,PA
CUST01105,2022-07-16,63,Male,AZ
CUST00529,2022-03-19,44,Female,GA
CUST01518,2023-12-22,40,Other,FL
CUST01563,2023-04-22,38,Male,GA
CUST01891,2023-12-20,26,Other,IL
CUST01763,2023-07-12,68,Other,AZ
CUST01625,2023-11-07,21,Male,IL
CUST02748,2022-05-05,26,Other,VA
CUST00951,2022-11-15,26,Female,AZ
CUST02912,2024-06-03,69,Female,GA
CUST00264,2022-07-25,29,Female,IL
CUST00670,2023-02-23,21,Other,AZ
CUST00824,2022-03-07,57,Male,MA
CUST00838,2023-12-14,42,Other,GA
CUST00711,2023-11-06,19,Other,PA
CUST00543,2023-01-09,47,Female,OH
CUST02631,2023-04-02,23,Other,VA
CUST00632,2024-03-16,55,Female,AZ
CUST01406,2024-03-19,39,Male,NC
CUST00409,2023-06-05,26,Male,PA
CUST01444,2024-03-05,66,Other,OH
CUST00418,2022-08-29,42,Female,VA
CUST00613,2023-06-06,47,Female,GA
CUST02455,2024-05-01,29,Female,VA
CUST02449,2022-05-21,43,Female,MI
CUST00619,2022-01-29,38,Male,GA
CUST02383,2023-11-26,56,Female,GA
CUST00387,2024-01-06,43,Female,GA
CUST02046,2024-02-13,21,Female,GA
CUST01589,2023-08-12,63,Female,MA
CUST00578,2024-04-10,53,Female,AZ
CUST00889,2024-06-06,56,Female,GA
CUST00234,2022-09-03,36,Other,PA
CUST00672,2023-02-17,20,Female,CA
CUST00004,2024-01-30,63,Female,MI
CUST00917,2023-10-28,45,Female,IL
CUST01664,2024-02-04,19,Female,MA
CUST00618,2022-12-06,66,Female,TX
CUST01326,2022-09-16,63,Male,TX
CUST01248,2023-09-02,36,Male,FL
CUST02040,2023-05-13,52,Male,CA
CUST01239,2022-06-02,46,Female,WA
CUST01339,2023-02-28,21,Female,NY
CUST02230,2023-09-12,53,Male,WA
CUST00169,2024-03-22,35,Other,CO
CUST00612,2023-10-19,49,Female,PA
CUST01458,2022-06-05,51,Male,CO
CUST01770,2022-05-06,52,Male,WA
CUST00128,2022-11-20,31,Female,NC
CUST02464,2022-01-20,63,Female,OH
CUST00512,2022-10-11,65,Male,VA
CUST02217,2023-01-29,53,Female,FL
CUST01281,2022-01-22,45,Other,PA
CUST00014,2022-03-31,38,Other,FL
CUST00701,2023-03-29,52,Other,MI
CUST02004,2023-11-05,33,Female,AZ
CUST01861,2023-03-13,62,Female,NY
CUST03000,2022-02-11,42,Male,MI
CUST01445,2023-02-25,32,Male,PA
CUST00744,2023-01-29,23,Male,IL
CUST01814,2023-11-08,45,Male,OH
CUST01053,2022-07-15,18,Other,FL
CUST02270,2022-04-07,46,Male,OH
CUST00304,2024-01-11,28,Female,MI
CUST00340,2023-04-05,56,Female,MI
CUST02582,2022-09-17,61,Other,VA
CUST00851,2024-05-05,63,Other,OH
CUST00551,2023-11-14,42,Other,FL
CUST02058,2023-11-15,26,Female,IL
CUST02175,2024-02-18,59,Female,TX
CUST00857,2024-03-30,63,Other,PA
CUST02727,2024-05-15,37,Female,CA
CUST01556,2023-10-16,49,Male,PA
CUST02436,2023-01-31,49,Male,CA
CUST01082,2023-06-28,25,Other,IL
CUST00942,2022-06-21,69,Female,TX
CUST02567,2023-04-14,59,Other,OH
CUST02896,2023-01-15,23,Female,TX
CUST02294,2023-09-02,53,Female,TX
CUST02022,2024-01-09,55,Male,MA
CUST00058,2022-09-28,48,Female,AZ
CUST00764,2022-02-21,68,Female,OH
CUST02504,2022-12-28,31,Male,TX
CUST02524,2023-04-27,69,Other,CO
CUST01667,2024-04-03,45,Female,VA
CUST02759,2023-01-13,32,Other,NC
CUST01389,2023-05-10,52,Female,AZ
CUST02320,2022-07-04,66,Other,TX
CUST01004,2022-06-30,37,Male,WA
CUST01403,2022-03-13,54,Female,WA
CUST00739,2023-10-07,62,Male,CA
CUST01676,2024-01-12,49,Male,OH
CUST02213,2022-04-03,31,Male,TX
CUST00700,2023-04-22,18,Other,IL
CUST02340,2022-02-08,64,Female,NY
CUST01791,2024-02-23,63,Female,OH
CUST00853,2023-07-06,23,Female,OH
CUST02432,2023-02-10,31,Other,GA
CUST02935,2023-02-07,61,Other,GA
CUST01967,2023-07-24,69,Male,MI
CUST01826,2022-06-28,38,Male,CO
CUST00075,2022-07-16,19,Male,PA
CUST02488,2022-04-24,34,Other,FL
CUST00790,2024-06-01,66,Female,AZ
CUST02260,2022-12-13,34,Other,MI
CUST00074,2023-08-15,30,Other,CO
CUST02301,2024-03-21,61,Other,WA
CUST02569,2022-10-28,30,Other,IL
CUST01229,2023-10-03,42,Male,TX
CUST01267,2022-02-10,35,Other,WA
CUST02783,2023-04-06,60,Female,FL
CUST01640,2024-01-20,25,Female,GA
CUST01202,2022-06-10,26,Female,WA
CUST01550,2022-09-04,68,Male,NC
CUST01638,2023-08-17,65,Female,IL
CUST00266,2022-11-16,58,Female,AZ
CUST00209,2023-10-03,23,Other,WA
CUST00217,2023-01-18,29,Other,PA
CUST00329,2022-03-04,48,Other,WA
CUST01912,2022-04-08,22,Other,CA
CUST02930,2024-06-19,42,Other,NC
CUST00494,2023-09-12,54,Other,CA
CUST01818,2022-01-16,36,Other,VA
CUST02264,2024-03-19,42,Female,MA
CUST00811,2022-10-06,64,Female,GA
CUST01619,2023-09-28,22,Male,OH
CUST01491,2022-12-03,22,Male,MA
CUST01192,2023-09-17,37,Female,CO
CUST02043,2023-03-01,49,Female,IL
CUST00561,2022-08-31,52,Other,NC
CUST01484,2022-12-13,67,Male,PA
CUST01900,2024-06-05,43,Other,TX
CUST01994,2023-12-21,21,Other,GA
CUST01881,2023-01-26,46,Female,MI
CUST00762,2023-06-15,45,Other,CO
CUST00590,2022-08-16,66,Male,GA
CUST01686,2022-01-15,34,Other,VA
CUST02886,2022-11-17,26,Other,OH
CUST02486,2023-04-14,40,Female,VA
CUST02364,2024-01-07,54,Male,FL
CUST02238,2024-05-07,36,Other,OH
CUST01629,2023-10-06,25,Other,OH
CUST01426,2023-07-06,37,Male,CA
CUST01855,2023-10-21,28,Male,WA
CUST00845,2022-01-07,23,Male,WA
CUST00465,2023-01-14,31,Female,MI
CUST02848,2023-10-19,60,Male,MI
CUST01820,2024-03-19,38,Female,VA
CUST01971,2022-10-13,42,Other,AZ
CUST01570,2022-12-20,61,Other,WA
CUST01101,2023-07-03,22,Male,NY
CUST02234,2022-03-05,41,Other,TX
CUST02160,2022-07-22,42,Male,PA
CUST01529,2022-02-27,56,Female,TX
CUST00666,2022-11-04,49,Other,GA
CUST02842,2022-02-12,62,Other,GA
CUST00225,2022-11-28,65,Male,PA
CUST01160,2023-10-07,47,Other,MI
CUST00806,2023-03-27,66,Female,CA
CUST02837,2024-01-08,28,Other,GA
CUST02255,2023-01-17,68,Male,GA
CUST01824,2022-11-28,65,Female,AZ
CUST00050,2022-04-15,68,Male,NC
CUST02975,2023-06-01,42,Female,NY
CUST02267,2022-12-09,42,Other,PA
CUST01189,2023-08-06,38,Female,TX
CUST00556,2024-06-14,59,Other,CO
CUST02082,2023-01-25,37,Female,OH
CUST02609,2023-01-12,60,Other,NY
CUST01944,2024-06-13,20,Female,CO
CUST01715,2023-04-21,33,Male,AZ
CUST02836,2023-10-02,36,Male,TX
CUST01799,2022-12-03,41,Male,MA
CUST01005,2024-01-22,33,Other,CO
CUST02584,2024-02-11,64,Male,CO
CUST02461,2023-09-23,47,Female,WA
CUST02946,2023-09-04,59,Male,TX
CUST02560,2023-10-09,35,Female,NY
CUST00585,2023-01-27,31,Male,PA
CUST00749,2023-11-03,23,Other,AZ
CUST00993,2024-04-22,36,Other,CA
CUST01801,2022-06-01,65,Male,IL
CUST01851,2023-11-06,47,Female,CA
CUST00553,2022-12-29,34,Other,WA
CUST01631,2023-10-05,57,Other,TX
CUST01016,2024-04-25,48,Male,NY
CUST01777,2023-10-20,66,Other,AZ
CUST02673,2023-01-11,29,Other,GA
CUST00290,2022-08-23,55,Male,TX
CUST01781,2022-02-21,64,Female,WA
CUST02125,2022-04-19,32,Female,VA
CUST00513,2022-02-15,29,Male,MI
CUST01008,2022-10-04,27,Female,FL
CUST00796,2024-05-10,37,Male,TX
CUST00255,2023-06-25,18,Female,CA
CUST02959,2024-01-15,39,Other,IL
CUST01464,2022-12-06,39,Female,PA
CUST00301,2022-08-08,25,Other,TX
CUST02408,2022-04-16,68,Other,FL
CUST01605,2023-09-13,23,Other,WA
CUST00970,2024-03-02,38,Female,WA
CUST02520,2023-07-22,18,Female,FL
CUST02201,2022-11-14,48,Male,CA
CUST00133,2023-08-04,48,Other,VA
CUST01141,2022-01-13,42,Other,MA
CUST00068,2022-10-28,61,Other,VA
CUST00972,2024-05-20,35,Female,AZ
CUST01899,2024-01-09,70,Female,FL
CUST01436,2024-06-09,59,Male,MI
CUST02021,2022-11-16,33,Other,WA
CUST02065,2022-01-08,19,Other,VA
CUST02036,2022-10-06,54,Female,PA
CUST01311,2022-06-14,26,Female,GA
CUST02178,2023-11-29,32,Male,AZ
CUST00991,2024-05-19,46,Female,PA
CUST00164,2024-05-31,70,Male,NY
CUST00977,2024-03-26,25,Other,AZ
CUST00016,2023-03-09,38,Male,WA
CUST01224,2023-12-05,18,Male,AZ
CUST02556,2023-12-03,24,Male,TX
CUST00076,2023-12-23,46,Male,PA
CUST00057,2023-09-11,55,Other,VA
CUST02338,2024-01-27,34,Female,NY
CUST01285,2022-10-03,66,Female,MI
CUST01561,2022-01-10,18,Female,MI
CUST01031,2023-09-17,58,Male,TX
CUST02881,2023-04-21,25,Female,TX
CUST02053,2023-11-26,18,Male,PA
CUST00203,2023-05-28,36,Other,FL
CUST01574,2023-03-11,67,Female,NY
CUST02045,2022-08-09,23,Female,NC
CUST02099,2023-04-16,40,Female,NY
CUST00956,2023-08-13,30,Other,MA
CUST00631,2024-01-17,53,Other,WA
CUST01986,2023-09-16,19,Male,FL
CUST02158,2022-05-30,18,Other,TX
CUST01319,2024-04-13,40,Other,IL
CUST00691,2022-11-08,21,Male,GA
CUST02813,2023-06-16,62,Male,NC
CUST02337,2024-05-05,56,Other,GA
CUST00679,2023-11-12,44,Other,FL
CUST01393,2023-07-19,70,Female,NY
CUST01941,2022-05-06,35,Male,NC
CUST02558,2023-12-14,22,Female,GA
CUST00638,2023-01-30,30,Female,CO
CUST00115,2023-12-06,34,Other,AZ
CUST02093,2023-02-11,29,Other,WA
CUST00783,2023-06-01,20,Female,IL
CUST00411,2024-05-21,59,Other,CA
CUST02531,2022-01-17,42,Male,AZ
CUST00313,2022-07-14,58,Male,WA
CUST00467,2022-06-11,24,Male,CO
CUST00219,2022-06-15,29,Female,MA
CUST02889,2022-11-23,28,Female,CA
CUST01740,2024-01-31,23,Other,PA
CUST02645,2023-03-22,25,Female,NY
CUST00767,2024-05-18,24,Female,MA
CUST00572,2024-03-12,30,Male,CA
CUST02514,2022-03-11,48,Other,IL
CUST02529,2022-09-17,35,Other,VA
CUST02634,2023-03-13,32,Male,NC
CUST00381,2023-03-10,47,Male,VA
CUST01025,2022-10-13,68,Other,IL
CUST01753,2023-01-15,47,Other,AZ
CUST00689,2024-05-03,47,Other,MA
CUST02412,2024-05-21,49,Female,AZ
CUST00714,2023-06-12,62,Male,VA
CUST01940,2023-11-18,35,Female,AZ
CUST01520,2022-04-13,38,Female,IL
CUST02863,2022-10-24,59,Female,AZ
CUST02023,2022-11-29,38,Female,MI
CUST00108,2024-01-17,61,Other,AZ
CUST01003,2023-03-22,58,Female,NC
CUST02197,2022-02-27,23,Female,MI
CUST02593,2023-11-03,65,Male,FL
CUST02583,2022-02-07,26,Female,VA
CUST02878,2023-03-27,38,Female,MA
CUST02728,2022-11-24,26,Other,WA
CUST02681,2023-04-06,58,Other,AZ
CUST00488,2022-04-20,36,Male,GA
CUST02134,2022-11-14,33,Female,VA
CUST01164,2022-06-02,49,Female,VA
CUST01592,2022-10-30,44,Female,CO
CUST00009,2024-01-25,47,Female,TX
CUST01471,2023-06-23,22,Other,WA
CUST01396,2022-07-15,35,Female,OH
CUST00354,2022-04-11,30,Other,CA
CUST02718,2024-05-23,19,Male,PA
CUST01068,2024-03-22,47,Male,MA
CUST00789,2024-02-01,27,Other,MI
CUST00475,2023-11-01,33,Other,AZ
CUST00675,2023-07-22,60,Female,TX
CUST02280,2024-06-13,27,Other,WA
CUST02918,2024-04-13,21,Female,VA
CUST01680,2024-04-03,21,Male,WA
CUST01411,2023-06-04,24,Other,VA
CUST01822,2022-09-01,43,Female,GA
CUST02344,2024-02-24,42,Male,TX
CUST01120,2022-08-21,39,Other,GA
CUST01225,2022-08-28,49,Male,IL
CUST02623,2022-10-28,64,Other,VA
CUST00577,2024-01-23,60,Female,NC
CUST01401,2022-05-20,54,Male,WA
CUST02692,2022-11-18,28,Male,OH
CUST01585,2022-08-31,43,Male,NC
CUST00907,2022-09-16,42,Female,GA
CUST00758,2022-08-13,62,Male,NY
CUST02005,2023-02-15,60,Male,OH
CUST01544,2022-03-22,65,Other,PA
CUST00011,2023-11-24,56,Female,NC
CUST00960,2024-01-03,43,Female,MI
CUST00053,2022-04-10,54,Male,GA
CUST01724,2022-11-08,25,Male,NY
CUST01992,2022-07-04,67,Female,TX
CUST00904,2024-02-10,51,Male,OH
CUST01007,2023-10-29,60,Male,NC
CUST01557,2022-09-18,58,Male,FL
CUST02336,2023-07-07,27,Male,WA
CUST00671,2022-12-01,51,Male,WA
CUST00223,2022-01-01,49,Female,MI
CUST02394,2022-06-15,43,Female,VA
CUST00018,2022-01-31,43,Female,CO
CUST02324,2023-05-13,31,Other,MI
CUST02325,2022-07-16,69,Male,VA
CUST02749,2022-07-25,39,Female,IL
CUST02769,2024-01-05,41,Other,NC
CUST02361,2023-02-25,44,Female,VA
CUST02774,2024-02-27,42,Other,GA
CUST00466,2022-10-19,22,Male,NY
CUST00444,2023-10-23,52,Other,GA
CUST02983,2023-09-18,28,Female,TX
CUST01075,2022-09-07,40,Female,TX
CUST00349,2023-03-30,54,Other,CO
CUST02891,2024-05-31,40,Male,CO
CUST01987,2023-11-05,38,Other,PA
CUST00888,2022-05-19,23,Other,IL
CUST02763,2022-05-13,64,Other,AZ
CUST02882,2022-07-28,24,Other,NY
CUST00126,2022-02-02,36,Female,TX
CUST00374,2022-01-03,26,Male,TX
CUST02952,2023-07-04,67,Male,NC
CUST01246,2024-03-22,66,Other,VA
CUST00184,2024-01-09,24,Male,MA
CUST00698,2023-11-02,49,Other,GA
CUST01880,2022-11-29,43,Other,VA
CUST01990,2022-10-01,19,Male,WA
CUST01772,2024-04-23,58,Male,IL
CUST01742,2022-06-08,47,Female,OH
CUST00693,2022-08-04,58,Male,WA
CUST01325,2022-11-19,38,Female,CA
CUST01978,2024-02-25,49,Other,NY
CUST02183,2022-11-27,20,Other,IL
CUST01073,2023-02-19,50,Female,CO
CUST00579,2022-09-12,31,Other,TX
CUST00708,2024-03-26,35,Male,IL
CUST00204,2024-02-20,38,Other,OH
CUST02685,2024-02-21,35,Female,WA
CUST02499,2022-05-28,31,Male,CO
CUST01252,2022-10-23,52,Male,VA
CUST01149,2022-02-22,69,Female,CO
CUST00323,2024-01-17,65,Other,VA
CUST00916,2022-08-18,28,Other,OH
CUST02395,2024-04-16,20,Other,MI
CUST02862,2023-07-13,34,Other,VA
CUST00356,2023-10-30,52,Male,NC
CUST02154,2024-04-14,34,Other,FL
CUST00624,2023-08-18,20,Other,NC
CUST01357,2023-12-17,35,Male,GA
CUST00922,2024-02-12,68,Male,VA
CUST00470,2023-07-11,46,Other,CA
CUST01197,2023-10-03,27,Other,PA
CUST00537,2023-07-20,33,Other,CO
CUST01296,2022-07-05,67,Female,AZ
CUST00542,2022-11-12,69,Male,IL
CUST00655,2023-01-08,65,Other,VA
CUST00353,2023-07-18,50,Male,MA
CUST00330,2023-02-17,66,Other,CO
CUST00471,2023-12-22,56,Male,OH
CUST00897,2023-04-11,42,Male,OH
CUST01535,2022-09-08,62,Other,PA
CUST00948,2024-03-07,70,Male,NY
CUST00742,2024-01-06,61,Other,NY
CUST00084,2024-05-25,50,Male,PA
CUST02979,2022-10-14,57,Male,CA
CUST02009,2023-10-11,70,Male,TX
CUST02443,2024-05-09,68,Female,GA
CUST00992,2023-03-07,69,Other,NY
CUST01212,2023-09-01,29,Other,OH
CUST00893,2022-09-24,42,Other,TX
CUST01322,2022-02-07,56,Female,FL
CUST02852,2023-10-29,60,Male,WA
CUST00385,2023-07-24,64,Female,FL
CUST00060,2022-02-14,51,Other,MA
CUST00127,2024-04-04,63,Female,MA
CUST02109,2023-03-04,36,Male,OH
CUST02368,2022-10-19,24,Other,MI
CUST00710,2022-06-23,36,Female,GA
CUST02366,2023-03-31,55,Female,TX
CUST01749,2023-02-22,37,Other,CO
CUST02251,2023-06-20,23,Female,PA
CUST02989,2024-03-24,66,Male,IL
CUST02871,2023-02-20,70,Male,FL
CUST02070,2022-05-21,67,Other,OH
CUST02362,2023-01-09,27,Female,MA
CUST01932,2024-04-11,19,Other,IL
CUST02650,2022-03-18,55,Male,MA
CUST01205,2023-07-20,45,Other,VA
CUST00196,2022-06-11,44,Female,GA
CUST02031,2024-02-12,62,Other,MI
CUST01828,2022-02-23,35,Male,PA
CUST00616,2024-05-13,64,Male,NC
CUST01527,2022-11-29,33,Male,MI
CUST01727,2022-04-10,21,Female,FL
CUST02654,2023-01-08,30,Other,VA
CUST00604,2023-02-13,47,Female,IL
CUST01541,2022-07-04,56,Female,GA
CUST00687,2023-02-20,31,Male,WA
CUST00682,2024-02-06,32,Male,WA
CUST00242,2023-05-13,47,Male,NY
CUST01477,2024-06-10,24,Female,OH
CUST00753,2024-05-31,53,Other,PA
CUST02157,2022-04-16,64,Female,WA
CUST01868,2022-03-24,63,Male,MI
CUST02600,2023-02-14,39,Other,MA
CUST00974,2023-09-07,68,Female,TX
CUST01188,2022-11-09,26,Male,AZ
CUST01048,2023-12-20,66,Other,NY
CUST02089,2023-11-16,58,Male,NY
CUST00822,2023-12-25,56,Other,MA
CUST01468,2024-05-15,62,Female,PA
CUST00847,2022-11-02,57,Other,OH
CUST01792,2023-07-22,35,Other,CO
CUST02349,2022-06-07,35,Other,PA
CUST00351,2024-06-01,21,Other,NY
CUST02299,2023-01-21,44,Female,NY
CUST02346,2022-05-15,43,Male,CO
CUST02130,2023-06-21,27,Other,FL
CUST01929,2024-02-02,64,Other,MI
CUST01995,2024-02-20,69,Male,NY
CUST02844,2024-06-03,39,Female,FL
CUST00593,2023-04-17,62,Other,MI
CUST00080,2022-08-22,44,Female,CA
CUST02354,2024-02-29,62,Male,WA
CUST00450,2022-01-10,40,Female,GA
CUST00984,2023-11-09,67,Other,CA
CUST00876,2022-05-11,29,Male,CO
CUST02018,2022-12-16,40,Other,CO
CUST01098,2022-11-20,62,Male,VA
CUST00681,2023-11-25,58,Male,NC
CUST02535,2022-12-20,31,Female,CO
CUST02212,2024-05-25,39,Male,OH
CUST01920,2023-12-05,39,Female,TX
CUST02235,2023-04-07,18,Other,IL
CUST00663,2024-05-18,26,Other,NC
CUST02712,2022-10-20,41,Other,CA
CUST00583,2023-12-20,37,Other,FL
CUST00568,2022-01-26,56,Male,OH
CUST02900,2022-11-23,29,Other,OH
CUST01221,2024-05-30,57,Male,GA
CUST01546,2024-06-10,36,Female,TX
CUST00020,2022-08-12,65,Male,AZ
CUST02289,2023-11-03,52,Other,NC
CUST01271,2023-09-11,41,Other,OH
CUST02960,2023-01-10,51,Other,GA
CUST02403,2023-10-19,35,Male,IL
CUST02435,2022-08-30,65,Other,OH
CUST01558,2023-04-16,56,Male,OH
CUST00278,2022-12-13,48,Female,GA
CUST00994,2023-05-17,62,Female,IL
CUST00437,2024-01-04,19,Male,NC
CUST01681,2023-07-25,49,Male,CO
CUST01626,2023-11-29,33,Other,WA
CUST02546,2022-05-17,50,Female,MA
CUST00654,2022-07-21,59,Male,NY
CUST02075,2022-05-03,41,Other,MI
CUST02041,2023-09-14,37,Male,MI
CUST00401,2022-02-21,21,Male,NY
CUST02190,2023-04-26,39,Male,MI
CUST02275,2022-09-16,34,Other,NC
CUST01989,2023-12-12,32,Other,WA
CUST00634,2023-03-23,64,Other,CO
CUST02399,2022-05-22,33,Female,AZ
CUST00865,2022-01-30,24,Male,AZ
CUST00177,2023-04-25,21,Female,CA
CUST00688,2023-07-16,50,Male,WA
CUST00747,2022-09-07,66,Male,FL
CUST00516,2024-02-29,45,Male,CA
