order_id,customer_id,product_id,order_date,quantity,discount_pct,total_amount,payment_method,shipping_city,shipping_state,delivery_days,marketing_channel,is_returning_customer,review_rating,return_flag
ORD004573,CUST02841,PROD0002,2024-02-03,4,5,1742.95,Credit Card,CACity3,CA,8.0,Paid Ads,0,2.0,0
ORD004574,CUST02999,PROD0035,2024-09-10,2,25,186.45,PayPal,VACity2,VA,11.0,Social Media,1,5.0,0
ORD004575,CUST01887,PROD0002,2024-03-12,4,25,994.98,Bank Transfer,GACity2,GA,7.0,Organic Search,1,5.0,0
ORD004576,CUST00901,PROD0003,2024-11-20,4,10,1651.9,Credit Card,WACity1,WA,4.0,Social Media,0,3.0,0
ORD004577,CUST02874,PROD0013,2022-07-24,2,10,786.17,Credit Card,NCCity3,NC,5.0,Organic Search,0,3.0,0
ORD004578,CUST01164,PROD0004,2023-03-21,3,0,1417.35,Gift Card,VACity1,VA,6.0,Paid Ads,1,,0
ORD004579,CUST01731,PROD0037,2023-08-08,4,15,995.25,Apple Pay,ILCity3,IL,11.0,Email,0,2.0,0
ORD004580,CUST00838,PROD0021,2024-10-26,1,25,17.25,Apple Pay,GACity3,GA,4.0,Email,1,4.0,0
ORD004581,CUST00147,PROD0010,2024-11-04,1,5,314.12,PayPal,MACity2,MA,,Organic Search,1,5.0,0
ORD004582,CUST00516,PROD0010,2024-11-17,2,0,968.98,Gift Card,CACity3,CA,14.0,Email,1,1.0,0
ORD004583,CUST00011,PROD0018,2024-12-19,1,15,155.67,PayPal,NCCity3,NC,10.0,Organic Search,0,5.0,0
ORD004584,CUST02489,PROD0019,2024-12-03,4,5,654.93,Bank Transfer,AZCity2,AZ,13.0,Social Media,0,1.0,0
ORD004585,CUST00002,PROD0040,2022-08-07,1,0,336.94,PayPal,COCity3,CO,6.0,Email,0,4.0,0
ORD004586,CUST02849,PROD0019,2024-11-22,5,0,411.25,Gift Card,AZCity3,AZ,7.0,Organic Search,1,5.0,0
ORD004587,CUST00259,PROD0032,2022-09-24,5,0,1259.15,Debit Card,TXCity2,TX,2.0,Organic Search,1,2.0,0
ORD004588,CUST01536,PROD0011,2023-10-12,3,5,72.9,Debit Card,ILCity2,IL,6.0,Direct,0,5.0,1
ORD004589,CUST00440,PROD0018,2022-12-15,1,0,485.28,Bank Transfer,TXCity2,TX,4.0,Social Media,0,4.0,0
ORD004590,CUST00525,PROD0033,2024-05-11,2,20,738.29,PayPal,MACity1,MA,2.0,Organic Search,0,5.0,0
ORD004591,CUST01573,PROD0037,2023-10-18,4,0,1461.12,PayPal,VACity1,VA,6.0,Social Media,1,,0
ORD004592,CUST01525,PROD0017,2022-05-22,4,0,1816.88,Bank Transfer,MACity2,MA,5.0,Paid Ads,0,,0
ORD004593,CUST01514,PROD0038,2023-07-19,4,10,1636.96,Bank Transfer,TXCity1,TX,14.0,Organic Search,1,5.0,0
ORD004594,CUST01837,PROD0015,2024-03-09,3,15,688.42,Gift Card,AZCity2,AZ,5.0,Direct,1,,0
ORD004595,CUST01539,PROD0049,2024-01-14,3,25,865.82,Credit Card,MACity3,MA,1.0,Direct,1,5.0,0
ORD004596,CUST02443,PROD0041,2024-06-09,5,15,547.44,Debit Card,GACity2,GA,13.0,Organic Search,1,4.0,0
ORD004597,CUST00876,PROD0050,2023-06-02,2,20,554.37,Apple Pay,COCity1,CO,4.0,Organic Search,0,,0
ORD004598,CUST00484,PROD0048,2024-12-26,3,15,261.22,PayPal,MACity3,MA,14.0,Paid Ads,0,4.0,0
ORD004599,CUST01823,PROD0004,2023-11-21,5,0,2220.05,Apple Pay,GACity2,GA,7.0,Organic Search,1,5.0,0
ORD004600,CUST01204,PROD0040,2022-07-24,4,25,433.17,Debit Card,NYCity2,NY,1.0,Email,0,5.0,0
ORD004601,CUST02047,PROD0040,2024-03-02,5,10,1791.0,Credit Card,COCity3,CO,5.0,Social Media,0,3.0,0
ORD004602,CUST02238,PROD0034,2024-12-12,2,5,564.91,Apple Pay,OHCity3,OH,14.0,Paid Ads,1,5.0,0
ORD004603,CUST02224,PROD0049,2024-03-31,5,0,296.4,Bank Transfer,FLCity3,FL,5.0,Direct,1,5.0,1
ORD004604,CUST01929,PROD0027,2024-06-23,3,0,638.16,Gift Card,MICity1,MI,11.0,Social Media,1,2.0,0
ORD004605,CUST02066,PROD0002,2023-10-31,5,10,430.06,PayPal,ILCity3,IL,2.0,Email,1,3.0,0
ORD004606,CUST02129,PROD0039,2024-04-17,4,15,227.26,Credit Card,TXCity3,TX,2.0,Direct,1,2.0,0
ORD004607,CUST00932,PROD0016,2023-11-20,4,0,952.04,Credit Card,CACity1,CA,9.0,Direct,1,,1
ORD004608,CUST00477,PROD0032,2023-02-21,1,5,266.48,PayPal,NCCity1,NC,11.0,Referral,1,5.0,0
ORD004609,CUST02237,PROD0011,2024-06-17,3,0,1373.97,PayPal,MACity2,MA,2.0,Referral,0,,0
ORD004610,CUST00375,PROD0040,2024-06-17,5,0,1424.4,Bank Transfer,PACity1,PA,,Email,1,5.0,0
ORD004611,CUST01817,PROD0015,2023-09-03,2,0,397.62,Bank Transfer,ILCity3,IL,4.0,Paid Ads,1,5.0,0
ORD004612,CUST00790,PROD0018,2024-12-02,3,0,48.6,PayPal,AZCity1,AZ,12.0,Referral,1,3.0,0
ORD004613,CUST00491,PROD0034,2023-07-13,4,15,1677.29,PayPal,TXCity1,TX,10.0,Paid Ads,1,5.0,0
ORD004614,CUST01084,PROD0027,2023-03-28,5,0,1426.85,Gift Card,PACity1,PA,14.0,Direct,1,5.0,0
ORD004615,CUST02559,PROD0011,2024-01-23,3,0,247.5,PayPal,NYCity3,NY,3.0,Direct,0,5.0,0
ORD004616,CUST02398,PROD0011,2024-10-22,3,15,719.99,PayPal,WACity2,WA,14.0,Email,1,4.0,0
ORD004617,CUST02985,PROD0001,2023-09-24,2,0,841.72,Gift Card,CACity1,CA,10.0,Social Media,1,,0
ORD004618,CUST01835,PROD0025,2022-07-07,2,20,369.1,Credit Card,VACity3,VA,4.0,Social Media,0,3.0,0
ORD004619,CUST00351,PROD0027,2024-11-06,4,5,1514.22,Apple Pay,NYCity1,NY,10.0,Paid Ads,0,5.0,0
ORD004620,CUST00290,PROD0015,2023-11-14,4,20,443.58,Bank Transfer,TXCity1,TX,8.0,Organic Search,0,4.0,0
ORD004621,CUST00871,PROD0012,2023-09-18,5,0,1082.95,Apple Pay,GACity1,GA,7.0,Email,0,,0
ORD004622,CUST02059,PROD0007,2023-03-24,2,0,967.6,Debit Card,TXCity3,TX,11.0,Paid Ads,1,,0
ORD004623,CUST02077,PROD0047,2024-02-12,1,25,169.37,Credit Card,MACity2,MA,7.0,Organic Search,1,1.0,0
ORD004624,CUST01531,PROD0044,2024-03-21,2,25,604.63,Gift Card,VACity1,VA,14.0,Referral,1,4.0,0
ORD004625,CUST01103,PROD0050,2024-11-15,3,0,517.95,PayPal,AZCity3,AZ,8.0,Organic Search,1,1.0,0
ORD004626,CUST02836,PROD0018,2024-05-31,3,10,319.22,Bank Transfer,TXCity2,TX,2.0,Email,1,2.0,0
ORD004627,CUST00748,PROD0026,2023-08-02,2,0,948.14,Credit Card,NCCity1,NC,2.0,Referral,0,5.0,0
ORD004628,CUST02671,PROD0010,2024-12-17,2,20,96.11,Credit Card,VACity3,VA,10.0,Email,1,5.0,0
ORD004629,CUST00522,PROD0025,2023-06-12,3,0,1191.33,Apple Pay,AZCity3,AZ,10.0,Organic Search,1,5.0,0
ORD004630,CUST00889,PROD0028,2024-11-07,4,0,43.96,Bank Transfer,GACity2,GA,13.0,Organic Search,1,1.0,0
ORD004631,CUST02915,PROD0026,2023-04-14,3,5,148.97,Credit Card,GACity1,GA,9.0,Direct,1,4.0,0
ORD004632,CUST01204,PROD0026,2023-07-03,4,10,1123.38,Debit Card,NYCity1,NY,9.0,Direct,0,4.0,0
ORD004633,CUST00600,PROD0032,2023-11-02,1,15,151.89,Debit Card,FLCity1,FL,3.0,Email,0,4.0,0
ORD004634,CUST00324,PROD0003,2022-07-25,2,0,420.66,Bank Transfer,COCity2,CO,6.0,Paid Ads,0,,0
ORD004635,CUST01933,PROD0004,2022-09-13,5,15,883.75,PayPal,NYCity2,NY,1.0,Email,1,5.0,1
ORD004636,CUST01662,PROD0032,2024-12-22,1,5,456.57,Apple Pay,AZCity1,AZ,10.0,Email,1,5.0,0
ORD004637,CUST02316,PROD0049,2023-02-28,5,10,1687.32,Bank Transfer,TXCity3,TX,13.0,Direct,0,4.0,0
ORD004638,CUST02266,PROD0015,2024-03-31,5,0,674.0,Apple Pay,MACity3,MA,13.0,Social Media,0,3.0,0
ORD004639,CUST00470,PROD0032,2024-10-02,3,0,1382.19,Credit Card,CACity3,CA,11.0,Organic Search,0,3.0,0
ORD004640,CUST02080,PROD0047,2022-11-03,5,0,2499.3,Bank Transfer,NCCity3,NC,2.0,Direct,1,,0
ORD004641,CUST00898,PROD0003,2023-07-31,1,10,53.87,Bank Transfer,TXCity2,TX,1.0,Email,0,,0
ORD004642,CUST01046,PROD0038,2023-03-24,3,0,617.82,Credit Card,COCity1,CO,14.0,Organic Search,1,2.0,0
ORD004643,CUST00032,PROD0016,2023-05-31,2,0,408.0,Apple Pay,COCity1,CO,7.0,Paid Ads,0,5.0,0
ORD004644,CUST02788,PROD0024,2023-08-04,1,25,201.67,Debit Card,NCCity3,NC,7.0,Social Media,0,4.0,0
ORD004645,CUST01824,PROD0049,2023-02-20,5,20,750.04,Gift Card,AZCity3,AZ,12.0,Paid Ads,1,4.0,0
ORD004646,CUST01455,PROD0044,2024-08-16,1,25,271.88,Bank Transfer,ILCity1,IL,3.0,Organic Search,1,5.0,0
ORD004647,CUST02421,PROD0033,2023-05-11,2,25,339.8,PayPal,FLCity2,FL,4.0,Direct,1,2.0,0
ORD004648,CUST00792,PROD0031,2024-05-10,5,15,482.59,Credit Card,COCity3,CO,6.0,Direct,0,2.0,0
ORD004649,CUST01211,PROD0026,2024-09-26,1,20,199.98,Gift Card,FLCity2,FL,3.0,Referral,1,4.0,0
ORD004650,CUST00334,PROD0044,2024-07-24,2,0,105.3,Gift Card,PACity2,PA,7.0,Email,1,1.0,0
ORD004651,CUST01304,PROD0005,2023-09-23,3,5,217.54,Apple Pay,WACity3,WA,8.0,Social Media,1,5.0,0
ORD004652,CUST02930,PROD0045,2024-10-24,3,20,710.04,Bank Transfer,NCCity1,NC,14.0,Social Media,0,5.0,0
ORD004653,CUST00880,PROD0041,2024-06-09,2,15,471.19,Bank Transfer,OHCity2,OH,2.0,Social Media,1,3.0,0
ORD004654,CUST00737,PROD0028,2024-02-14,5,0,1585.8,Credit Card,FLCity2,FL,4.0,Direct,1,4.0,0
ORD004655,CUST01088,PROD0014,2023-03-24,3,10,1000.24,Bank Transfer,COCity2,CO,7.0,Social Media,1,1.0,0
ORD004656,CUST02074,PROD0010,2023-08-28,5,5,2308.36,Debit Card,ILCity1,IL,2.0,Paid Ads,1,2.0,0
ORD004657,CUST00130,PROD0016,2024-01-16,2,15,88.4,PayPal,ILCity1,IL,5.0,Direct,1,,0
ORD004658,CUST00058,PROD0032,2023-02-20,2,10,239.06,Debit Card,AZCity3,AZ,13.0,Organic Search,0,4.0,1
ORD004659,CUST01740,PROD0002,2024-11-19,1,0,246.02,Apple Pay,PACity1,PA,4.0,Email,0,4.0,0
ORD004660,CUST00513,PROD0048,2022-04-15,4,20,1288.86,PayPal,MICity1,MI,6.0,Social Media,1,,0
ORD004661,CUST02431,PROD0023,2023-06-12,5,0,1674.95,Credit Card,MACity3,MA,8.0,Social Media,1,1.0,0
ORD004662,CUST00577,PROD0048,2024-06-12,4,0,672.44,Apple Pay,NCCity3,NC,12.0,Referral,0,5.0,0
ORD004663,CUST01736,PROD0028,2024-11-03,2,15,243.19,PayPal,NCCity3,NC,12.0,Direct,0,5.0,1
ORD004664,CUST00147,PROD0011,2024-02-24,5,10,741.11,Apple Pay,MACity3,MA,2.0,Social Media,0,4.0,0
ORD004665,CUST02395,PROD0018,2024-07-11,4,15,126.68,Apple Pay,MICity1,MI,7.0,Organic Search,1,2.0,0
ORD004666,CUST02728,PROD0014,2023-09-19,2,25,644.62,Bank Transfer,WACity1,WA,,Email,0,2.0,0
ORD004667,CUST01064,PROD0018,2024-06-16,2,15,121.33,Credit Card,NCCity3,NC,2.0,Paid Ads,1,5.0,0
ORD004668,CUST00075,PROD0007,2023-09-20,2,0,885.06,Debit Card,PACity2,PA,11.0,Direct,1,5.0,0
ORD004669,CUST02636,PROD0017,2024-12-14,1,0,175.08,PayPal,NCCity3,NC,8.0,Social Media,0,5.0,0
ORD004670,CUST01549,PROD0024,2024-01-17,1,0,220.21,Credit Card,ILCity3,IL,6.0,Referral,1,,0
ORD004671,CUST02509,PROD0040,2024-02-23,5,5,1037.12,Credit Card,GACity2,GA,7.0,Referral,0,2.0,0
ORD004672,CUST00294,PROD0021,2023-09-18,3,5,1248.41,PayPal,ILCity2,IL,5.0,Organic Search,0,4.0,0
ORD004673,CUST01167,PROD0042,2023-02-01,5,0,2410.75,Credit Card,AZCity1,AZ,5.0,Paid Ads,1,2.0,0
ORD004674,CUST00331,PROD0017,2024-11-20,2,5,523.32,Debit Card,CACity1,CA,1.0,Referral,0,5.0,0
ORD004675,CUST02415,PROD0010,2022-11-09,4,25,352.38,Gift Card,CACity2,CA,7.0,Email,0,4.0,0
ORD004676,CUST01516,PROD0035,2024-04-28,2,15,823.45,Gift Card,VACity3,VA,5.0,Email,0,1.0,0
ORD004677,CUST02844,PROD0038,2024-07-13,1,10,420.87,PayPal,FLCity3,FL,6.0,Email,1,5.0,0
ORD004678,CUST01190,PROD0010,2024-11-06,2,15,150.77,Bank Transfer,COCity1,CO,5.0,Paid Ads,1,2.0,0
ORD004679,CUST00606,PROD0022,2023-04-10,4,5,1630.58,PayPal,WACity1,WA,12.0,Social Media,0,4.0,1
ORD004680,CUST00408,PROD0009,2023-04-17,1,5,62.98,Apple Pay,FLCity2,FL,3.0,Social Media,1,4.0,0
ORD004681,CUST02937,PROD0033,2024-03-31,5,0,471.5,Debit Card,AZCity1,AZ,12.0,Organic Search,0,5.0,0
ORD004682,CUST00481,PROD0036,2022-12-12,5,5,94.19,Debit Card,OHCity3,OH,12.0,Paid Ads,1,1.0,0
ORD004683,CUST00847,PROD0033,2022-11-25,2,0,521.1,Credit Card,OHCity3,OH,11.0,Paid Ads,1,,1
ORD004684,CUST00074,PROD0004,2024-10-27,5,0,1420.4,Bank Transfer,COCity3,CO,2.0,Referral,1,4.0,0
ORD004685,CUST01728,PROD0004,2022-11-28,3,0,765.66,Bank Transfer,ILCity2,IL,9.0,Referral,1,,1
ORD004686,CUST01785,PROD0035,2023-01-20,4,0,1121.84,Debit Card,FLCity1,FL,5.0,Direct,0,4.0,0
ORD004687,CUST01411,PROD0008,2024-09-24,4,10,502.34,Debit Card,VACity1,VA,12.0,Referral,1,3.0,0
ORD004688,CUST00166,PROD0031,2023-07-24,3,0,1475.79,PayPal,WACity3,WA,5.0,Social Media,0,,0
ORD004689,CUST01585,PROD0008,2023-06-03,2,5,785.27,PayPal,NCCity3,NC,11.0,Referral,1,2.0,0
ORD004690,CUST01537,PROD0003,2023-09-27,3,5,90.52,PayPal,TXCity2,TX,9.0,Paid Ads,1,4.0,0
ORD004691,CUST01726,PROD0017,2022-12-17,2,5,862.62,Bank Transfer,NYCity1,NY,5.0,Organic Search,0,5.0,0
ORD004692,CUST00294,PROD0031,2024-03-20,5,0,960.05,Gift Card,ILCity3,IL,5.0,Direct,0,4.0,0
ORD004693,CUST01099,PROD0033,2023-08-24,5,15,1480.53,Credit Card,TXCity2,TX,2.0,Email,0,1.0,0
ORD004694,CUST00059,PROD0049,2024-12-20,3,20,1074.46,Debit Card,MACity1,MA,7.0,Paid Ads,1,5.0,0
ORD004695,CUST02406,PROD0029,2024-02-20,5,10,1518.71,Gift Card,NYCity1,NY,7.0,Email,0,1.0,0
ORD004696,CUST02187,PROD0042,2023-05-06,5,10,266.09,Debit Card,PACity2,PA,8.0,Social Media,1,5.0,0
ORD004697,CUST02669,PROD0014,2022-06-27,1,25,239.61,Gift Card,CACity1,CA,11.0,Direct,0,1.0,0
ORD004698,CUST00144,PROD0031,2023-05-25,4,10,797.8,Bank Transfer,OHCity1,OH,4.0,Social Media,1,4.0,1
ORD004699,CUST00220,PROD0027,2023-12-18,1,5,56.57,Bank Transfer,FLCity1,FL,4.0,Organic Search,1,4.0,0
ORD004700,CUST01925,PROD0039,2023-04-04,3,20,751.42,Debit Card,VACity3,VA,4.0,Direct,1,2.0,0
ORD004701,CUST01055,PROD0039,2022-09-15,1,0,413.98,Debit Card,FLCity1,FL,6.0,Social Media,1,,0
ORD004702,CUST00851,PROD0009,2024-12-21,1,15,191.45,Debit Card,OHCity2,OH,8.0,Organic Search,0,,0
ORD004703,CUST01523,PROD0048,2024-12-13,1,20,39.76,Debit Card,MICity2,MI,14.0,Direct,0,,0
ORD004704,CUST01243,PROD0036,2022-04-07,5,25,189.3,Gift Card,NCCity3,NC,8.0,Direct,1,4.0,0
ORD004705,CUST00518,PROD0037,2024-06-08,1,0,388.43,Debit Card,GACity3,GA,5.0,Social Media,1,,0
ORD004706,CUST01700,PROD0025,2024-01-08,2,10,717.7,Bank Transfer,COCity2,CO,4.0,Referral,0,5.0,0
ORD004707,CUST01647,PROD0004,2023-05-21,3,25,1114.74,PayPal,FLCity1,FL,14.0,Direct,1,5.0,0
ORD004708,CUST01832,PROD0031,2023-09-25,4,5,1139.05,Debit Card,COCity1,CO,12.0,Paid Ads,0,,0
ORD004709,CUST01737,PROD0003,2024-02-19,2,15,617.76,Gift Card,PACity2,PA,5.0,Direct,1,3.0,0
ORD004710,CUST02424,PROD0005,2022-11-21,3,10,919.65,Debit Card,WACity3,WA,6.0,Social Media,1,,0
ORD004711,CUST01106,PROD0049,2022-11-17,3,0,851.76,PayPal,FLCity2,FL,4.0,Email,1,3.0,0
ORD004712,CUST01066,PROD0011,2024-05-20,1,10,380.01,Gift Card,NCCity1,NC,2.0,Referral,1,1.0,1
ORD004713,CUST01992,PROD0044,2023-05-02,3,0,696.78,Apple Pay,TXCity1,TX,11.0,Direct,1,5.0,0
ORD004714,CUST01812,PROD0034,2023-04-17,5,25,1393.61,Bank Transfer,MACity3,MA,11.0,Social Media,1,4.0,0
ORD004715,CUST02383,PROD0033,2024-08-17,5,0,1230.1,Bank Transfer,GACity1,GA,8.0,Paid Ads,1,,1
ORD004716,CUST02132,PROD0024,2023-03-18,2,0,409.78,PayPal,ILCity2,IL,1.0,Direct,0,,0
ORD004717,CUST00614,PROD0002,2024-02-15,4,10,876.56,Debit Card,GACity2,GA,7.0,Direct,1,4.0,0
ORD004718,CUST01348,PROD0027,2023-04-09,4,10,848.52,PayPal,NCCity3,NC,14.0,Referral,1,,0
ORD004719,CUST01357,PROD0031,2024-04-29,2,0,17.3,Debit Card,GACity3,GA,10.0,Direct,1,3.0,0
ORD004720,CUST01855,PROD0006,2024-12-25,3,0,300.9,PayPal,WACity1,WA,4.0,Referral,0,5.0,0
ORD004721,CUST00643,PROD0011,2024-09-26,1,20,313.85,Bank Transfer,COCity3,CO,13.0,Email,0,5.0,0
ORD004722,CUST00958,PROD0031,2023-12-07,1,0,92.02,Gift Card,GACity1,GA,8.0,Direct,1,3.0,0
ORD004723,CUST02227,PROD0007,2024-09-18,4,0,30.88,Bank Transfer,MACity1,MA,5.0,Direct,0,5.0,0
ORD004724,CUST00345,PROD0030,2023-08-18,5,0,2193.65,Apple Pay,CACity1,CA,7.0,Email,1,,0
ORD004725,CUST00608,PROD0034,2022-12-31,3,0,500.04,Credit Card,ILCity2,IL,11.0,Organic Search,1,4.0,0
ORD004726,CUST02822,PROD0004,2023-05-06,2,10,722.92,Credit Card,NCCity2,NC,11.0,Organic Search,1,2.0,0
ORD004727,CUST02097,PROD0015,2023-09-28,1,5,136.13,PayPal,CACity2,CA,5.0,Organic Search,1,1.0,0
ORD004728,CUST01535,PROD0043,2023-11-12,5,0,362.8,Bank Transfer,PACity2,PA,2.0,Direct,1,4.0,0
ORD004729,CUST02364,PROD0024,2024-07-15,1,0,67.94,Credit Card,FLCity1,FL,12.0,Paid Ads,1,3.0,0
ORD004730,CUST02331,PROD0040,2024-11-21,3,0,1390.8,Debit Card,MACity2,MA,3.0,Organic Search,0,5.0,0
ORD004731,CUST02922,PROD0033,2023-04-03,4,0,1699.32,PayPal,NYCity3,NY,13.0,Paid Ads,1,2.0,0
ORD004732,CUST02796,PROD0043,2024-05-08,3,10,829.68,Bank Transfer,NCCity3,NC,13.0,Referral,1,3.0,0
ORD004733,CUST00364,PROD0006,2023-08-02,3,10,1137.05,Gift Card,MICity3,MI,12.0,Referral,1,2.0,0
ORD004734,CUST00356,PROD0012,2024-07-04,1,0,333.96,Credit Card,NCCity1,NC,6.0,Social Media,0,4.0,0
ORD004735,CUST02830,PROD0024,2023-02-05,3,0,177.87,Apple Pay,NCCity2,NC,11.0,Email,1,,0
ORD004736,CUST02722,PROD0012,2024-06-27,1,5,300.9,Debit Card,NYCity3,NY,3.0,Direct,1,5.0,0
ORD004737,CUST02825,PROD0017,2024-08-29,5,15,979.75,PayPal,CACity3,CA,12.0,Social Media,1,3.0,0
ORD004738,CUST01437,PROD0021,2023-02-08,1,20,352.62,Gift Card,CACity2,CA,14.0,Email,0,2.0,0
ORD004739,CUST01111,PROD0024,2024-08-22,2,25,23.64,PayPal,TXCity1,TX,6.0,Direct,1,4.0,0
ORD004740,CUST02390,PROD0035,2023-09-16,2,20,20.94,Credit Card,AZCity3,AZ,9.0,Referral,1,5.0,1
ORD004741,CUST00750,PROD0023,2024-11-02,2,15,465.53,Credit Card,CACity2,CA,1.0,Social Media,1,4.0,0
ORD004742,CUST01599,PROD0011,2024-09-08,3,0,1033.71,PayPal,PACity2,PA,13.0,Referral,0,5.0,0
ORD004743,CUST01073,PROD0036,2023-11-11,1,10,186.03,Credit Card,COCity2,CO,14.0,Email,1,,0
ORD004744,CUST01941,PROD0007,2023-09-17,4,25,462.15,Apple Pay,NCCity3,NC,2.0,Referral,0,5.0,0
ORD004745,CUST02103,PROD0013,2023-09-30,2,15,236.23,Gift Card,CACity1,CA,4.0,Direct,0,,0
ORD004746,CUST00567,PROD0050,2023-09-28,5,5,1222.6,Credit Card,TXCity1,TX,2.0,Referral,0,1.0,1
ORD004747,CUST01397,PROD0048,2024-08-23,3,15,517.78,Credit Card,GACity3,GA,9.0,Email,0,1.0,1
ORD004748,CUST02201,PROD0015,2024-01-01,3,15,939.52,Gift Card,CACity1,CA,10.0,Email,1,5.0,0
ORD004749,CUST00143,PROD0016,2022-10-02,5,0,1836.7,Gift Card,CACity3,CA,1.0,Organic Search,0,5.0,0
ORD004750,CUST00748,PROD0004,2023-06-22,1,25,313.63,PayPal,NCCity3,NC,10.0,Paid Ads,1,4.0,1
ORD004751,CUST00753,PROD0038,2024-11-29,5,15,1358.43,Apple Pay,PACity3,PA,9.0,Referral,0,5.0,1
ORD004752,CUST01681,PROD0009,2024-08-07,3,15,789.2,PayPal,COCity3,CO,6.0,Social Media,1,1.0,0
ORD004753,CUST02177,PROD0002,2024-03-03,1,5,419.32,Credit Card,VACity3,VA,9.0,Direct,1,3.0,0
ORD004754,CUST01378,PROD0017,2024-10-28,3,0,166.89,Apple Pay,GACity1,GA,14.0,Paid Ads,1,,0
ORD004755,CUST01003,PROD0019,2023-05-14,4,15,638.35,Bank Transfer,NCCity2,NC,4.0,Email,0,5.0,0
ORD004756,CUST02782,PROD0038,2023-05-07,3,0,877.74,Bank Transfer,MACity1,MA,6.0,Direct,0,5.0,0
ORD004757,CUST01496,PROD0015,2024-03-28,5,0,732.15,Debit Card,FLCity2,FL,7.0,Direct,0,5.0,1
ORD004758,CUST02067,PROD0050,2023-02-12,2,25,281.14,Apple Pay,AZCity2,AZ,5.0,Email,0,2.0,0
ORD004759,CUST01705,PROD0002,2023-01-12,4,0,815.96,Apple Pay,TXCity2,TX,4.0,Organic Search,0,4.0,0
ORD004760,CUST01834,PROD0043,2024-04-02,4,20,919.46,Debit Card,TXCity2,TX,10.0,Email,1,5.0,0
ORD004761,CUST02395,PROD0049,2024-12-05,3,20,348.65,Apple Pay,MICity3,MI,3.0,Paid Ads,0,,0
ORD004762,CUST02922,PROD0030,2023-08-13,5,25,1448.02,Debit Card,NYCity2,NY,11.0,Direct,1,4.0,0
ORD004763,CUST01013,PROD0024,2023-12-09,1,20,382.41,PayPal,TXCity2,TX,7.0,Organic Search,0,1.0,0
ORD004764,CUST00840,PROD0003,2024-11-11,4,15,1148.76,Bank Transfer,MICity2,MI,10.0,Direct,1,,0
ORD004765,CUST01609,PROD0011,2022-12-15,4,25,462.75,Apple Pay,OHCity2,OH,1.0,Social Media,0,,0
ORD004766,CUST01253,PROD0023,2023-10-31,4,5,1667.63,Apple Pay,MACity3,MA,3.0,Paid Ads,1,4.0,0
ORD004767,CUST00589,PROD0036,2024-01-07,2,5,91.5,Debit Card,WACity2,WA,7.0,Referral,1,5.0,1
ORD004768,CUST00229,PROD0035,2023-07-19,2,25,377.16,Apple Pay,NYCity1,NY,13.0,Organic Search,1,4.0,0
ORD004769,CUST01061,PROD0028,2023-04-27,3,25,782.96,Debit Card,VACity3,VA,2.0,Social Media,1,5.0,0
ORD004770,CUST00451,PROD0049,2024-08-11,3,10,1164.29,Gift Card,ILCity2,IL,12.0,Organic Search,1,5.0,0
ORD004771,CUST01866,PROD0020,2023-11-06,2,10,385.61,PayPal,ILCity3,IL,11.0,Direct,1,2.0,0
ORD004772,CUST01960,PROD0036,2024-07-23,2,0,211.6,PayPal,AZCity2,AZ,1.0,Social Media,1,4.0,0
ORD004773,CUST01712,PROD0005,2023-07-15,3,5,286.91,Gift Card,PACity3,PA,14.0,Referral,0,1.0,0
ORD004774,CUST00817,PROD0042,2023-03-09,4,0,1145.92,Bank Transfer,WACity2,WA,10.0,Referral,0,,1
ORD004775,CUST00355,PROD0023,2022-03-25,1,25,354.13,Credit Card,GACity2,GA,9.0,Email,1,5.0,0
ORD004776,CUST00226,PROD0016,2024-07-02,1,0,466.22,Debit Card,TXCity2,TX,7.0,Email,0,2.0,0
ORD004777,CUST01164,PROD0013,2023-02-26,5,0,2340.65,Credit Card,VACity3,VA,13.0,Referral,1,1.0,0
ORD004778,CUST02302,PROD0007,2024-03-16,4,25,1343.76,Debit Card,COCity2,CO,9.0,Email,1,4.0,0
ORD004779,CUST02417,PROD0001,2022-10-16,1,0,414.27,PayPal,GACity2,GA,10.0,Direct,0,4.0,0
ORD004780,CUST01101,PROD0044,2023-12-22,1,25,130.69,Gift Card,NYCity1,NY,11.0,Email,1,1.0,1
ORD004781,CUST00542,PROD0037,2023-06-02,3,25,894.74,Bank Transfer,ILCity3,IL,9.0,Social Media,0,3.0,0
ORD004782,CUST01740,PROD0012,2024-05-26,1,0,182.56,Gift Card,PACity3,PA,2.0,Social Media,1,5.0,0
ORD004783,CUST00937,PROD0019,2024-07-15,2,5,194.58,Apple Pay,ILCity3,IL,14.0,Referral,1,5.0,0
ORD004784,CUST02599,PROD0005,2023-09-10,1,15,338.04,Apple Pay,PACity3,PA,1.0,Paid Ads,0,4.0,0
ORD004785,CUST02497,PROD0025,2022-12-04,4,5,365.45,Credit Card,TXCity2,TX,14.0,Paid Ads,1,4.0,0
ORD004786,CUST00068,PROD0015,2024-01-26,3,0,931.17,Debit Card,VACity1,VA,11.0,Referral,0,,0
ORD004787,CUST02505,PROD0040,2023-04-22,4,10,77.22,Debit Card,GACity2,GA,7.0,Organic Search,0,4.0,0
ORD004788,CUST02768,PROD0035,2024-04-18,4,0,1285.68,Apple Pay,COCity2,CO,1.0,Organic Search,1,1.0,0
